19:33:41.516 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for CONNECTEDSEGMENTS
19:33:44.551 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@61544ae6 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.551 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.551 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@13ad5cd3 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.551 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.551 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3ad2e17 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.551 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.551 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@7b94089b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.551 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.551 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1941a8ff (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.551 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@e19bb76 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6bbe2511 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3212a8d7 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@66565121 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@906d29b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@ff684e1 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4b41e4dd (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@447a020 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@28e8dde3 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@362045c0 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@542e560f (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.552 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.553 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2c532cd8 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.553 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.553 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3700ec9c (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.553 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.553 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4cf8b2dc (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.553 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.553 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3a0d172f (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.553 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.554 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1a45193b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.554 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.554 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@43aaf813 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.554 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@aeab9a1 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4ee37ca3 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5827af16 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5b7ea70d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1c80e49b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@15c25153 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1ddae9b5 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3276732 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.555 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.556 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2a3591c5 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:44.556 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:44.557 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:44.557 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolQuery - Start evaluation
19:33:44.559 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolQuery - Creating engine
19:33:44.560 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:44.560 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolQuery - Executing
19:33:44.560 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:44.707 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:44.708 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:44.708 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:44.708 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:44.708 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation PosLengthInjectMatch with arguments: [].
19:33:45.140 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:45.140 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolQuery - The Eol Query returned 1564 matches.
19:33:45.140 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:45.170 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Model Transformation activated
19:33:45.171 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Creating engine
19:33:45.171 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:45.171 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Executing
19:33:45.171 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:45.194 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:45.195 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:45.195 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:45.195 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:45.195 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation InjectPosLength with arguments: [[EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6bbe2511 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@503ecb24 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3e821657 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@23d1e5d0 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1c481ff2 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5d018107 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5778826f (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3a1dd365 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@acdb094 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6c25e6c4 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]]]].
19:33:45.199 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:45.199 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:45.199 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:45.199 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:45.200 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:45.200 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:45.200 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:45.202 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:45.203 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:45.203 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:45.203 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:45.203 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:45.240 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:45.241 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:45.241 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 41 matches.
19:33:45.241 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6cce16f4 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:45.241 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:45.241 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@61544ae6 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:45.241 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:45.241 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@13ad5cd3 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:45.241 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:45.241 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3ad2e17 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:45.241 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:45.241 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1c481ff2 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:45.241 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:45.241 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@7b94089b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@503ecb24 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1941a8ff (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@e19bb76 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6bbe2511 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3212a8d7 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:45.242 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@66565121 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
